0,000000	0,660283	R
0,660283	1,390995	VF
1,390995	3,891265	R
3,891265	5,247046	M1
4,789250	6,259479	AM
6,259479	7,113444	AM
7,113444	7,342342	R
7,342342	8,794964	VF
8,794964	9,666537	R
9,666537	10,855046	AM
10,855046	11,788245	R
11,788245	12,422116	M1
12,422116	13,645840	R
13,645840	14,174066	M1
14,174066	19,878907	R
19,878907	21,129042	M1
21,129042	24,131127	R
24,131127	24,729783	M1
24,729783	29,554248	R
29,554248	30,364195	M1
30,364195	33,163793	R
33,163793	34,264264	VF
34,264264	41,879523	R
41,879523	42,495786	N1
42,495786	42,847937	R
42,847937	44,018838	M1
44,018838	44,582279	R
44,582279	45,330600	M1
45,330600	47,408289	R
47,408289	48,904929	M1
48,904929	52,276772	R
52,276772	53,113130	VF
53,113130	57,585444	R
57,585444	58,184100	VF
58,184100	60,244182	R
60,244182	61,265419	VF
61,265419	63,642436	R
63,642436	67,269589	VF
67,269589	67,700973	N1
67,516094	68,783837	AM
67,956283	68,959912	VF
68,959912	70,905545	R
70,905545	71,433771	VF
71,433771	72,719121	R
72,719121	73,731554	AM
73,731554	74,902455	M1
74,902455	83,987943	R
83,987943	88,398631	M1
88,398631	88,574706	R
88,574706	89,138148	N1
89,138148	91,127799	M1
