0,000000	2,557274	R
2,557274	3,185570	AM
3,185570	3,703639	R
3,703639	5,180685	AM
5,180685	6,635686	R
6,635686	8,432391	AM
8,432391	8,840233	R
8,840233	9,104778	N1
8,961483	9,843301	AM
9,843301	11,243189	R
11,243189	12,676144	AM
12,676144	13,282394	N1
13,282394	19,256716	R
19,256716	21,340013	AM
21,340013	21,725808	R
21,725808	22,243877	AM
22,243877	22,739900	R
22,739900	24,668878	M1
23,125696	24,547628	AM
24,668878	27,380471	R
27,380471	27,777289	AM
27,777289	30,400700	R
30,400700	31,348655	M1
31,348655	31,800587	R
31,800587	32,318656	N1
32,318656	32,869792	M1
32,869792	48,158324	R
48,158324	49,855825	M1
49,855825	54,088555	R
54,088555	54,628669	N1
54,628669	55,201851	M1
55,201851	62,113105	R
62,113105	62,686288	N1
62,686288	65,706517	R
65,706517	66,169471	M1
66,169471	68,252768	R
68,252768	69,994360	M1
69,994360	75,483682	R
75,483682	76,178114	N1
76,178114	77,611069	R
77,611069	78,448797	M1
78,448797	78,746411	N1
78,746411	80,973003	R
80,973003	81,909935	N1
81,733572	82,119367	M1
82,119367	82,383913	R
82,383913	83,464141	N1
83,144482	83,508232	M1
83,508232	85,569483	R
85,569483	86,219824	M1
86,219824	90,022668	R
