0,000000	2,254416	VF
2,254416	2,815216	AM 
2,815216	3,600336	R
3,600336	6,292177	VF
6,292177	8,692401	AM
8,692401	9,578465	R
9,578465	11,552481	AM
11,552481	11,922609	VF
11,922609	12,191793	N1
12,191793	12,685297	R
12,685297	16,139825	AM
13,773249	14,535937	M1
15,343489	17,530609	M1
17,530609	17,900737	R
17,905102	18,230367	N1
18,226002	18,786802	M1
18,786802	20,009346	R
20,009346	21,433778	VF
21,433778	22,903074	N1
22,903074	23,104962	R
23,104962	23,620898	M1
23,620898	24,518178	R
24,518178	25,460322	N1
25,460322	26,122066	M1
26,122066	26,694082	R
26,694082	29,980370	VF
29,980370	30,787923	R
30,787923	31,752499	N1
31,752499	32,548835	M1
32,548835	34,534067	VF
34,534067	35,240675	R
35,240675	35,790259	M1
35,790259	37,360499	AM
37,360499	38,116289	VF
38,123187	39,009251	M1
39,009251	40,074771	R
40,074771	41,510419	M1
41,510419	42,317972	VF
42,317972	45,851012	R
45,851012	46,467892	M1
46,467892	47,421252	R
47,421252	48,767172	M1
47,589492	48,026916	N1
48,767172	49,754180	R
49,754180	50,516868	M1
50,516868	51,088884	R
51,088884	52,109540	M1
52,109540	52,345076	R
52,345076	53,881668	M1
53,881668	54,352741	R
54,352741	55,665013	VF
55,665013	56,281893	R
56,281893	57,089445	VF
57,089445	58,659685	R
58,659685	59,590613	VF
59,590613	60,454245	M1
60,454245	61,127205	VF
61,127205	62,248805	N1
62,248805	63,460133	M1
63,460133	64,234037	N1
64,054581	65,994949	M1
65,994949	69,191510	R
69,191510	69,976630	M1
69,976630	70,234598	R
70,234598	71,131878	N1
71,131878	71,356198	R
71,356198	71,860918	M1
71,860918	72,589958	N1
72,589958	72,870358	R
72,870358	74,350870	M1
74,350870	74,900454	R
74,900454	75,618278	N1
75,618278	76,582854	M1
76,582854	77,132438	R
77,132438	77,547430	N1
77,547430	77,771750	R
77,771750	78,781191	M1
78,781191	79,925223	VF
79,925223	80,845335	N1
80,845335	81,402114	R
81,402114	83,207425	M1
83,207425	84,141013	R
84,141013	85,310810	M1
85,310810	87,644779	R
87,644779	88,848320	M1
88,848320	89,185762	R
89,185762	89,489459	M1
89,489459	89,860645	R
89,860645	90,985449	M1
89,883141	90,265574	N1
