0.000000	0.722605	R
0.722605	1.211869	R
\	1062.937012	1734.265625
1.211869	1.979638	AM
\	4419.580566	4587.412598
1.979638	2.190398	R
\	1230.769287	1510.489502
2.190398	2.551700	N1
\	5538.461914	5818.182129
2.551700	3.899058	AM
\	1622.377686	2125.874023
3.899058	4.200144	R
\	2741.258789	2797.202881
4.200144	5.788370	AM
\	1902.097900	2461.538574
5.788370	7.301326	R
\	1510.489502	2293.706299
7.301326	8.272327	AM
\	1622.377686	1678.321777
8.272327	9.092785	VF
9.092785	9.514305	R
\	1454.545532	1510.489502
9.514305	10.650903	N1
10.650903	11.990734	VF
11.990734	12.645595	R
12.645595	13.247766	M1
13.247766	16.318839	AM
16.318839	19.781323	R
19.781323	20.654471	M1
20.654471	22.385714	N1
22.385714	22.912613	M1
22.912613	23.469622	VF
\	-1.000000	447.552429
23.469622	24.734181	N1
24.734181	25.185809	R
25.185809	26.691237	N1
26.691237	27.985905	R
27.985905	28.889162	VF
28.889162	33.029089	R
\	-1.000000	1286.713257
29.130031	29.401008	N1
\	-1.000000	1286.713257
33.029089	36.476519	N1
36.476519	38.185180	R
38.185180	38.531428	N1
\	1454.545532	1454.545532
38.531428	43.235891	VF
43.235891	44.063876	R
\	1062.937012	1118.881104
44.063876	44.711210	M1
44.711210	45.102621	R
45.102621	46.412343	N1
46.412343	47.330655	R
47.330655	48.550051	N1
48.550051	52.584598	R
49.603851	49.950099	N1
\	1398.601440	1678.321777
52.584598	53.864212	N1
53.864212	55.053500	R
54.684670	56.265369	VF
\	1286.713257	1622.377686
55.053500	55.685780	N1
56.265369	59.983776	R
59.983776	61.233282	VF
\	1062.937012	1566.433594
61.233282	62.001050	N1
\	1230.769287	1622.377686
62.001050	65.448480	VF
\	2797.202881	3188.811279
65.448480	66.690458	N1
\	2237.762207	2517.482422
66.690458	67.962545	VF
\	2629.370605	2685.314697
67.962545	69.543244	M1
\	1230.769287	1902.097900
69.543244	70.574462	VF
\	2069.930176	2573.426514
70.574462	71.018563	N1
\	1398.601440	1398.601440
71.018563	77.288671	R
\	2013.986084	3580.419434
77.288671	78.026330	N1
\	2797.202881	3132.867188
78.026330	79.050021	R
\	1566.433594	1790.209717
79.050021	80.201674	M1
\	1902.097900	2125.874023
80.201674	80.826426	R
\	2517.482422	2629.370605
80.826426	81.413543	VF
\	391.608398	895.104858
81.413543	82.504978	M1
\	1398.601440	2461.538574
82.504978	84.017934	R
\	2069.930176	2069.930176
84.017934	85.365292	M1
\	2797.202881	3244.755371
85.365292	86.035207	R
\	1006.993042	1902.097900
86.035207	86.968572	N1
\	2349.650391	3132.867188
86.968572	87.533108	R
\	1566.433594	1958.041870
87.533108	89.949320	VF
\	3524.475586	4027.972168
89.949320	90.732142	R
\	4531.468262	5426.573242
