0,000000	1,263747	VF
1,263747	1,750673	R
1,750673	11,067814	AM 
11,067814	11,394210	R
11,394210	12,254711	N1
12,254711	12,966849	R
12,966849	14,005384	AM
14,005384	16,913281	R
16,913281	18,248540	M1
18,248540	19,049695	R
19,049695	19,672816	M1
19,672816	22,669731	N1
22,669731	23,826956	M1
23,826956	25,340249	R
25,340249	28,960285	AM
28,960285	30,621940	N1
30,621940	31,304406	R
31,304406	32,253924	N1
32,253924	32,669338	R
32,669338	33,233114	M1
33,233114	35,339856	R
35,339856	38,069718	M1
38,069718	38,663167	N1
38,663167	40,176460	M1
40,176460	43,084358	R
43,084358	45,517497	R
45,517497	48,692446	M1
48,692446	49,998032	R
49,998032	51,778378	M1
51,778378	52,638878	R
52,638878	55,190706	M1
55,190706	57,445811	VF
57,445811	60,739450	M1
57,979914	59,374518	N1
60,739450	62,045036	VF
62,045036	62,816519	M1
62,816519	64,685882	VF
64,685882	67,415745	R
67,415745	67,771814	M1
67,771814	68,706495	R
68,706495	69,255435	N1
69,255435	70,086263	R
70,086263	71,540211	M1
71,540211	72,044643	R
72,044643	73,023833	N1
73,023833	75,041557	R
75,041557	78,498395	VF
78,498395	78,854464	R
78,854464	79,937507	VF
79,937507	82,682206	R
82,682206	85,352724	VF
85,352724	87,340777	R
87,340777	90,604743	VF
