0.000000	0.722605	R
0.722605	8.550831	AM
8.272327	9.092785	VF
8.550831	11.561687	N1
10.650903	12.013315	VF
11.561687	12.645595	R
12.645595	13.247766	M1
13.247766	16.318839	AM
15.498381	16.318839	VF
16.318839	19.781323	R
19.781323	20.699634	M1
20.699634	22.385714	N1
21.610418	23.921250	VF
22.385714	22.912613	M1
22.912613	24.869670	N1
24.869670	25.185809	R
25.185809	26.947160	N1
26.947160	33.029089	R
27.985905	28.889162	VF
33.029089	36.476519	N1
36.476519	44.063876	R
38.606700	43.235891	VF
44.063876	44.711210	M1
44.711210	45.102621	R
45.102621	46.412343	N1
46.412343	47.330655	R
47.330655	48.550051	N1
48.550051	52.584598	R
52.584598	53.864212	N1
53.864212	55.053500	R
55.053500	55.685780	N1
55.685780	60.036466	R
