0.000000	1.285021	R
0.000000	1.285001	AM
0.000000	1.245001	AM
0.000000	1.235001	N1
0.000000	60.285021	R
1.285021	1.941810	AM
1.941810	2.348733	R
2.348733	2.491513	N1
2.348733	3.890759	AM
3.890759	4.226292	R
4.226292	5.925375	AM
5.925375	7.110451	R
7.110451	8.259831	AM
7.238953	7.296065	NOTA #1 - Ruido
8.259831	9.569838	VF
8.259831	9.569838	R
9.569838	10.986931	N1
10.986931	11.975683	VF
11.975683	12.750266	R
12.750266	13.264274	M1
13.264274	16.080612	AM
16.080612	19.796465	R
19.796465	20.624590	M1
20.624590	21.681163	N1
21.681163	22.459315	R
22.459315	23.301717	M1
23.301717	23.530166	R
23.530166	24.836604	N1
24.836604	25.279222	R
25.279222	26.628494	N1
26.628494	29.120008	R
27.892099	28.934394	VF
29.120008	29.512653	N1
29.512653	32.154085	R
32.154085	37.030027	N1
37.030027	38.229380	R
37.222780	38.115156	NOTA: Golpe madera
38.229380	38.729111	N1
38.729111	43.804944	VF
43.804944	44.747293	M1
44.747293	45.189911	R
45.189911	46.453516	N1
46.453516	47.431559	R
47.431559	48.588079	N1
48.588079	49.601817	R
49.601817	50.194355	AM
50.194355	51.579322	R
51.579322	52.093331	N1
52.093331	52.671590	R
52.671590	54.013724	N1
54.013724	55.120270	R
55.120270	55.834170	N1
55.834170	58.903943	R
56.298206	56.762241	NOTA: Madera
57.704590	58.132930	NOTA: Madera
58.903943	59.817736	NOTA: Madera
58.903943	59.346561	N1
59.817736	61.252676	R
61.252676	62.080801	N1
