0.000000	0.466219	R
\	2629.370605	2853.146729
0.466219	0.883729	M1
\	1174.825195	1678.321777
0.883729	3.841088	R
\	1790.209717	3076.923096
3.841088	4.822236	M1
\	1790.209717	2517.482422
4.822236	7.870056	R
\	-1.000000	671.328674
7.870056	8.816411	VF
\	4643.356934	5090.909180
8.391943	9.867144	M1
\	1734.265625	2181.818359
9.240879	9.407883	R
\	2965.034912	2965.034912
9.867144	11.307552	R
\	-1.000000	1622.377686
11.307552	12.754919	M1
\	2461.538574	2741.258789
12.754919	13.047175	R
\	671.328674	1062.937012
13.047175	13.548187	M1
\	1118.881104	1342.657349
13.548187	16.213290	R
\	2685.314697	2909.091064
16.213290	16.804762	VF
\	1286.713257	2909.091064
16.804762	17.465819	R
\	1622.377686	1622.377686
17.465819	18.620929	VF
\	1062.937012	1678.321777
18.620929	19.539450	M1
\	4083.916260	4587.412598
18.906227	19.080189	R
\	1062.937012	1342.657349
19.261110	19.442031	R
\	1286.713257	1454.545532
19.539450	20.764145	VF
\	1958.041870	2069.930176
20.381427	21.174696	M1
\	1734.265625	1790.209717
21.174696	21.439118	R
\	559.440552	727.272766
21.439118	23.554500	VF
\	2125.874023	2685.314697
23.554500	24.473022	M1
\	1062.937012	1174.825195
24.473022	25.224539	R
\	1398.601440	1902.097900
25.224539	25.969098	M1
\	2125.874023	2573.426514
25.969098	26.163935	R
\	2181.818359	2237.762207
26.163935	26.831951	VF
\	1734.265625	2741.258789
26.831951	27.562593	M1
\	3188.811279	3524.475586
27.562593	28.794246	R
\	2069.930176	2237.762207
28.794246	29.907605	VF
\	1678.321777	1734.265625
29.907605	30.659122	M1
\	1510.489502	1678.321777
30.659122	30.881794	R
\	1062.937012	1286.713257
30.881794	31.354972	M1
\	1118.881104	1286.713257
31.354972	34.152286	VF
\	2013.986084	2405.594238
34.152286	35.015139	R
\	1902.097900	2293.706299
35.015139	37.019185	VF
\	2349.650391	3356.643555
37.019185	37.534114	R
\	3524.475586	4027.972168
37.534114	37.979457	M1
\	1286.713257	1454.545532
37.979457	38.800560	VF
\	2125.874023	2293.706299
38.800560	39.162401	R
\	4139.860352	4979.020996
39.162401	39.823458	VF
\	1118.881104	1398.601440
39.823458	40.094839	M1
\	1286.713257	1454.545532
40.094839	41.744002	R
\	1006.993042	1566.433594
41.744002	42.265889	VF
\	951.048950	1566.433594
42.265889	43.379248	M1
\	1734.265625	2405.594238
43.379248	43.949845	R
\	1006.993042	1510.489502
43.949845	44.708321	M1
\	951.048950	1678.321777
44.102932	44.297769	R
\	2293.706299	2517.482422
44.708321	46.197438	VF
\	2125.874023	3692.307617
46.197438	46.628865	R
\	2237.762207	3636.363770
46.628865	47.359507	VF
\	1622.377686	1678.321777
47.359507	48.291945	M1
\	1398.601440	1902.097900
48.291945	49.648851	R
\	1230.769287	1510.489502
48.667703	49.113047	M1
\	2629.370605	2853.146729
49.648851	53.309019	VF
\	1286.713257	1566.433594
53.309019	54.248415	VF
\	3804.195801	4195.804199
54.248415	55.166936	N1
\	4083.916260	4139.860352
55.166936	57.087481	VF
\	2069.930176	3244.755371
57.087481	57.470198	M1
\	3132.867188	3468.531250
57.470198	58.103421	VF
\	1174.825195	1678.321777
58.103421	58.353926	N1
\	1342.657349	1398.601440
58.353926	59.648206	VF
\	2405.594238	2853.146729
59.648206	60.330138	R
\	3188.811279	3636.363770
60.330138	64.219936	VF
\	2237.762207	2741.258789
64.219936	65.319378	M1
\	2517.482422	2853.146729
65.319378	66.147439	R
\	3132.867188	3300.699219
66.147439	67.017251	AM
\	1118.881104	1622.377686
67.017251	67.803560	M1
\	1174.825195	2125.874023
67.803560	68.019274	R
\	3132.867188	3132.867188
68.019274	69.285720	M1
\	1118.881104	1510.489502
68.659455	69.097840	R
\	2741.258789	2853.146729
69.285720	69.564059	R
\	727.272766	1286.713257
69.564059	70.308618	M1
\	1510.489502	1790.209717
70.037237	70.593916	R
\	1846.153809	1958.041870
70.593916	71.554188	M1
\	951.048950	1230.769287
71.554188	72.215245	VF
\	1118.881104	1734.265625
72.215245	72.716257	R
\	1454.545532	1958.041870
72.716257	73.676529	M1
\	1958.041870	2461.538574
73.676529	73.899201	R
\	615.384644	783.216797
73.899201	75.666658	N1
\	5706.293457	5706.293457
74.177541	75.374401	M1
\	2293.706299	2461.538574
75.666658	76.940062	M1
\	2293.706299	2853.146729
76.940062	77.649829	N1
\	1902.097900	2405.594238
77.559368	77.900335	M1
\	1510.489502	1622.377686
77.809874	78.923233	R
\	-1.000000	1790.209717
78.923233	79.514705	VF
\	1006.993042	1398.601440
79.514705	80.433226	M1
\	1174.825195	1510.489502
79.897422	82.416397	R
\	1006.993042	1230.769287
82.416397	85.512926	M1
\	2293.706299	2405.594238
83.334918	83.522797	R
\	2237.762207	2517.482422
83.808095	84.698783	R
\	3244.755371	3300.699219
85.512926	86.361863	R
\	2237.762207	2629.370605
86.361863	86.793289	M1
\	2013.986084	2125.874023
86.793289	87.106421	R
\	1790.209717	1958.041870
87.106421	88.539871	M1
\	2069.930176	2349.650391
88.539871	89.152218	VF
\	1174.825195	1678.321777
89.152218	89.660188	R
\	1846.153809	1958.041870
89.555811	90.453457	M1
\	2181.818359	2461.538574
