0,000000	4,530845	VF
4,530845	4,685086	R
4,685086	5,022490	AM
5,022490	6,805907	R
6,805907	7,162591	AM
7,162591	7,895238	R
7,895238	12,724926	AM
12,214001	12,908088	M1
12,908088	14,248061	R
14,248061	15,559114	M1
15,559114	17,834176	R
17,834176	19,598314	M1
18,528263	19,386232	N1
19,598314	19,742915	R
19,742915	24,109878	M1
21,275690	21,748055	N1
24,109878	27,917716	R
27,917716	30,539822	M1
30,539822	31,378510	R
31,378510	32,573882	M1
32,573882	34,174138	R
34,174138	36,854085	M1
36,854085	38,165138	R
38,165138	40,854724	M1
40,854724	41,558451	N1
41,558451	43,139427	R
43,139427	43,910634	M1
43,910634	44,209477	R
44,209477	45,481970	M1
45,481970	46,070016	N1
46,070016	46,686982	R
46,686982	47,091866	N1
47,091866	50,851503	R
50,851503	54,254457	VF
54,254457	54,987104	R
54,987104	56,635560	N1
56,635560	57,483889	VF
57,483889	58,814222	R
58,814222	61,176045	VF
61,176045	63,499308	M1
63,499308	65,195965	R
65,195965	68,348276	M1
68,348276	70,044933	R
70,044933	72,773080	M1
72,773080	73,139403	R
73,139403	74,537217	M1
74,537217	76,696599	VF
76,696599	77,120763	N1
77,120763	79,424746	M1
79,482586	85,767928	R
85,767928	87,021141	VF
87,021141	88,524996	R
88,524996	91,985790	M1
