0.000000	2.276814	R
\	4083.916260	4083.916260
2.276814	3.029914	AM
\	2517.482422	4419.580566
3.029914	3.590361	R
\	1286.713257	1678.321777
3.590361	4.921421	AM
\	1510.489502	2349.650391
4.921421	5.446840	R
\	1958.041870	2237.762207
5.446840	10.946222	AM
\	2853.146729	4195.804199
9.685217	10.701026	R
\	1678.321777	2797.202881
10.946222	12.154685	R
\	2853.146729	3524.475586
12.154685	12.645075	M1
\	-1.000000	55.944054
12.645075	14.755507	R
\	1006.993042	1846.153809
14.755507	15.285304	N1
\	2181.818359	2909.091064
15.285304	16.397440	R
\	2125.874023	3020.979004
16.397440	19.374813	M1
\	1846.153809	3468.531250
19.374813	20.141048	R
\	2125.874023	2405.594238
20.141048	20.762794	M1
\	-1.000000	671.328674
20.762794	21.743575	R
\	2125.874023	3132.867188
21.743575	22.715599	N1
\	4027.972168	4979.020996
22.715599	22.934524	R
\	3804.195801	5762.237305
22.934524	24.125473	M1
\	2461.538574	3636.363770
24.125473	24.685919	N1
\	4027.972168	4475.524414
24.685919	26.761323	M1
\	2461.538574	3076.923096
26.761323	28.363850	R
\	1622.377686	2517.482422
28.363850	29.125707	M1
\	1342.657349	2741.258789
29.125707	33.302785	R
\	1286.713257	4027.972168
33.302785	34.668874	M1
\	2517.482422	2853.146729
34.668874	35.404460	N1
\	2349.650391	2853.146729
35.404460	36.770548	R
\	1678.321777	2293.706299
36.770548	37.567433	M1
\	1342.657349	2965.034912
37.567433	37.952740	R
\	1678.321777	2853.146729
37.952740	38.618271	N1
\	3524.475586	3524.475586
38.618271	39.117418	R
\	3524.475586	4027.972168
39.117418	39.634080	N1
\	4027.972168	4587.412598
39.634080	40.282096	R
\	3972.028076	3972.028076
40.282096	42.226145	M1
\	1342.657349	1790.209717
42.226145	42.952974	R
\	4251.748047	4867.132813
42.952974	44.126409	N1
\	4867.132813	5874.125977
44.126409	45.037135	M1
\	4923.077148	5594.405762
45.037135	45.439956	R
\	4867.132813	5426.573242
45.439956	46.193056	M1
\	2741.258789	3748.251709
46.193056	47.856882	R
\	3356.643555	4699.300781
47.856882	48.399814	M1
\	3916.083740	4139.860352
48.399814	49.135400	R
\	3580.419434	4755.244629
49.135400	50.107425	M1
\	1006.993042	1230.769287
50.107425	52.900901	R
\	3188.811279	4699.300781
52.900901	54.179419	N1
\	2125.874023	2405.594238
54.179419	56.044656	M1
\	4195.804199	5426.573242
56.044656	57.279389	R
\	2405.594238	3132.867188
57.279389	57.848593	N1
\	3244.755371	4083.916260
57.848593	59.162140	M1
\	3356.643555	4139.860352
59.162140	59.713829	N1
\	3524.475586	5090.909180
59.713829	60.493200	M1
\	1678.321777	2629.370605
60.493200	61.806747	VF
\	3300.699219	3300.699219
61.806747	63.356732	M1
\	3076.923096	4251.748047
63.356732	74.530635	R
\	4027.972168	6433.566406
74.530635	76.886262	M1
\	1286.713257	1454.545532
76.886262	81.369834	R
\	2685.314697	3020.979004
81.369834	81.623787	M1
\	3412.587402	3636.363770
81.623787	82.009094	R
\	2853.146729	3020.979004
82.009094	85.334556	M1
\	4251.748047	4811.188477
85.334556	85.713295	AM
\	4083.916260	4419.580566
85.713295	86.851702	R
\	2517.482422	2573.426514
86.851702	90.012971	AM
\	2405.594238	2741.258789
87.639830	88.498014	M1
\	3188.811279	3860.139893
